-0.0072174,-0.0072327
-0.0083008,-0.0087891
-0.0103,-0.010544
-0.011414,-0.011673
-0.011185,-0.012405
-0.010849,-0.011871
-0.0096588,-0.010941
-0.0085297,-0.010086
-0.0078583,-0.0089722
-0.0060425,-0.0081787
-0.0043335,-0.0074005
-0.0034943,-0.0063019
-0.0036469,-0.0060425
-0.0044403,-0.0065155
-0.0046692,-0.006485
-0.0037537,-0.0059357
-0.0026703,-0.0048676
-0.0028839,-0.0043945
-0.0036621,-0.0043182
-0.0054474,-0.0040131
-0.0072479,-0.0049896
-0.0068054,-0.0057831
-0.0062714,-0.0055847
-0.0061798,-0.0052643
-0.0045319,-0.0044098
-0.0021057,-0.0033112
-0.00045776,-0.0023041
0.00022888,-0.0016022
0.0010834,-0.0013275
0.0013123,-0.0011902
-0.00027466,-0.0012665
-0.0021362,-0.0023651
-0.0039825,-0.003418
-0.0050659,-0.0037384
-0.0042725,-0.00354
-0.0032806,-0.0023956
-0.0023956,-0.0014954
-0.0014343,-0.00082397
-0.0015411,-0.00090027
-0.002243,-0.00091553
-0.0023041,-0.00010681
-0.00064087,-0.00050354
0.00080872,0.00028992
0.0010376,0.00093079
0.0017853,-0.00065613
0.0015717,-0.001297
0.00039673,-0.0019989
-0.00064087,-0.0027771
-0.0018768,-0.0027618
-0.0030975,-0.0028381
-0.0040741,-0.0028687
-0.0036469,-0.0034485
-0.0026855,-0.0043335
-0.0027008,-0.0051117
-0.0031738,-0.0050049
-0.0032501,-0.0039825
-0.0031738,-0.003067
-0.0037842,-0.0028381
-0.0032654,-0.0036011
-0.0024109,-0.002243
-0.0027466,-0.00028992
-0.0019836,-0.0011749
-0.0016022,-0.0018311
-0.0025177,-0.0019073
-0.0031891,-0.0030365
-0.0041656,-0.0044098
-0.0044098,-0.0049133
-0.003952,-0.003952
-0.0040588,-0.002594
-0.0045319,-0.002655
-0.0057373,-0.004364
-0.006897,-0.0063324
-0.0063934,-0.0081024
-0.0057526,-0.0086975
-0.0063019,-0.0080109
-0.0067596,-0.0070953
-0.0071869,-0.0063934
-0.0076599,-0.0065765
-0.0071411,-0.0057983
-0.0061035,-0.004364
-0.0054626,-0.0044861
-0.0055237,-0.0050354
-0.0059509,-0.0049591
-0.0061035,-0.0040283
-0.0051117,-0.0023041
-0.0034943,-0.00030518
-0.0028992,0.0018311
-0.0032196,0.0032654
-0.0028229,0.0029907
-0.0010529,0.0015564
0.00042725,-7.63E-05
0.0012817,-0.00039673
0.0019226,0.00018311
0.0018768,0.00039673
0.0022278,0.0012054
0.0029755,0.0024567
0.0033569,0.0026855
0.0039368,0.0019684
0.0047913,0.0017548
0.0054779,0.0023651
0.0056,0.0040741
0.0053864,0.006073
0.0062561,0.0075684
0.0074158,0.0088501
0.0072937,0.0082855
0.0078278,0.0071411
0.0082855,0.0080872
0.0068817,0.0090637
0.0064545,0.0088806
0.0066528,0.0094757
0.006485,0.0098419
0.0070953,0.0080414
0.0066833,0.0057983
0.0058746,0.0045319
0.0049286,0.00383
0.0031433,0.0033569
0.0025787,0.0038452
0.0032654,0.0053864
0.00383,0.0063629
0.0041199,0.0061035
0.0046387,0.0050049
0.0050201,0.0042419
0.0047455,0.0041656
0.0036469,0.0035858
0.002655,0.0037384
0.0027466,0.0044098
0.0024567,0.0035248
0.0017242,0.0028076
0.0018311,0.002533
0.001297,0.0012817
0.00024414,-0.00015259
9.16E-05,-0.001297
0.00028992,-0.0026855
0.00010681,-0.0041046
-0.00071716,-0.0042267
-0.00097656,-0.003006
-0.00036621,-0.0017548
1.53E-05,-0.00073242
0.00082397,0.00041199
0.0022278,0.00093079
0.0029144,0.00050354
0.00383,0.00050354
0.0048828,0.0010681
0.0050049,0.0027466
0.0052185,0.0046844
0.0053711,0.0055389
0.0055847,0.0057831
0.0058899,0.0050964
0.0054474,0.0037842
0.003479,0.0018158
0.00074768,0.00086975
-0.00012207,0.0011139
-0.00045776,0.00050354
-0.00083923,0.0010223
0.00016785,0.0016327
1.53E-05,0.00015259
-0.00099182,-0.0009613
-0.00027466,-0.00074768
0.00038147,-0.00013733
0.00019836,0.00033569
0.00067139,9.16E-05
0.0015564,0.00083923
