-12.282501,-3.5166016,0.76864624
-12.490799,-3.4375916,0.6130371
-12.720642,-3.3992767,0.46458435
-13.0271,-3.490265,0.38557434
-13.185104,-3.5884247,0.3568573
-13.587341,-4.1726074,0.45980835
-13.726196,-4.728073,0.7423248
-13.795639,-5.048889,0.88357544
-14.372635,-6.2795105,1.1158142
-15.136383,-7.28508,0.9290619
-16.156311,-8.319366,0.46458435
-16.94162,-8.994537,-0.29916382
-17.408478,-9.406342,-1.1107941
-17.61438,-9.923477,-1.9296112
-17.643112,-10.739899,-2.3725433
-17.63832,-11.31691,-2.4683075
-17.784378,-13.620132,-1.5608978
-17.767609,-15.470856,-0.71813965
-17.420456,-17.288055,0.009689331
-16.745285,-18.88977,0.8165436
-15.73494,-20.084473,1.6018372
-15.133987,-20.501068,1.9585724
-13.185104,-21.090042,2.8180847
-11.825211,-20.946396,3.1915894
-10.61853,-20.434036,3.375946
-10.230667,-20.137146,3.3352356
-10.537125,-20.005463,3.0072327
-10.472473,-19.246506,2.3200989
-10.154053,-18.075745,1.7670288
-9.981674,-17.46762,1.5683136
-9.66803,-16.43811,1.3336792
-8.985687,-15.121292,1.4414215
-8.293762,-14.357544,1.6401367
-7.6161957,-13.73027,1.9011078
-6.6202087,-12.959335,2.399109
-6.261078,-12.739059,2.5331879
-5.8756104,-12.537949,2.628952
-4.664154,-11.984894,2.7941437
-4.300232,-11.8220825,2.8013306
-3.632248,-11.563507,2.5714874
-3.352127,-11.283386,2.221939
-3.0552368,-10.756668,1.8197021
-2.8373718,-10.172485,1.4366302
-2.6458282,-9.573929,1.0631409
-2.4638824,-8.956223,0.759079
-2.392044,-8.647369,0.63697815
-2.4016266,-8.132614,0.20840454
-2.423172,-8.091919,0.06954956
-2.162201,-8.048828,-0.2776184
-1.9970093,-8.2092285,-0.36380005
-1.6857605,-8.398376,-0.29437256
-1.245224,-8.467804,-0.1124115
-0.7280731,-8.410355,0.10307312
-0.2899475,-8.386398,0.43585205
0.12904358,-8.561188,0.7255554
0.35888672,-8.637802,0.86203
0.95744324,-8.716812,1.5443726
1.0460205,-8.810181,1.779007
0.8688507,-9.57872,2.446991
0.7563324,-9.911514,2.7031708
0.1721344,-11.106216,3.3496094
-0.3928833,-12.061508,3.3424225
-0.85975647,-13.01918,2.9617462
-1.185379,-13.727875,2.4326172
-1.7456207,-14.146851,1.9561768
-2.5907745,-14.381485,1.5874634
-3.514923,-14.503586,1.4581909
-5.095108,-14.750198,1.4797363
-5.791809,-14.9800415,1.4438171
-7.570709,-15.554642,1.2594604
-9.105392,-16.028702,0.9793396
-10.388687,-16.488388,0.63697815
-10.522766,-16.584152,0.62260437
-10.764572,-16.739777,0.89315796
-10.910614,-16.818787,1.0224457
-11.355942,-16.98877,1.3097382
-12.189117,-17.084534,1.6497192
-12.543472,-17.065384,1.6736603
-13.395798,-16.967224,1.4940948
-14.0039215,-16.646408,1.075119
-14.461227,-15.877869,0.328125
-14.391785,-15.557037,0.002502441
-13.85788,-14.632874,-0.6463165
-13.596909,-14.374298,-0.91926575
-13.132431,-14.031937,-1.323883
-12.706268,-13.660828,-1.4962616
-12.263336,-13.280151,-1.438797
-12.162781,-13.028763,-1.1323395
-12.347137,-12.664841,-0.6439209
-12.701477,-12.193192,-0.3757782
-12.902588,-11.544357,-0.4954834
-13.10611,-10.80455,-0.75405884
-13.218628,-10.059952,-0.9791107
-13.244965,-9.705612,-1.0605164
-13.273697,-8.807785,-1.1945953
-13.223419,-8.21402,-1.0916443
-13.201874,-7.6394196,-0.849823
-13.276093,-7.0624084,-0.67025757
-13.225815,-6.4566803,-0.49069214
-13.072586,-5.819824,-0.4045105
-12.9049835,-5.285919,-0.35183716
-12.756546,-4.8717194,-0.17944336
-12.574585,-4.4575195,0.0934906
-12.397415,-4.1223297,0.37600708
-12.37587,-3.8086853,0.6393738
-12.466858,-3.53096,0.7806244
-12.684723,-3.3298492,0.62979126
-12.761337,-3.2436676,0.49331665
-12.885834,-3.1574707,0.15812683
-13.012726,-3.234085,-0.19381714
-12.993576,-3.344223,-0.38534546
-13.017517,-3.471115,-0.48590088
-13.216232,-4.000229,-0.5026703
-13.479599,-4.541321,-0.28718567
-13.829147,-5.2907104,0.07911682
-14.293625,-6.222046,0.33291626
-14.84668,-7.294647,0.45262146
-15.438049,-8.345703,0.34487915
-16.103638,-9.327332,0.002502441
-16.683044,-10.191635,-0.47154236
-17.051743,-10.86441,-1.1395264
-17.066116,-11.31691,-1.7285004
-16.843445,-11.752655,-2.051712
-16.654312,-12.061508,-2.0421448
-16.046188,-13.505203,-1.0293884
-15.574524,-14.735825,0.20362854
-15.1028595,-16.026306,1.3408661
-14.92569,-16.672745,1.8292847
-14.722183,-18.559372,3.1245422
-14.540222,-19.493103,3.6536713
-14.348694,-20.242493,3.8691406
-14.116455,-20.675842,3.830841
-13.90097,-20.900894,3.5507202
-13.637619,-20.9823,3.1676483
-13.343124,-20.819489,2.7414703
-13.072586,-20.453186,2.3823395
-12.794861,-19.866608,2.1644745
-12.488403,-19.1268,2.0112457
-12.10054,-18.403748,1.8963165
-11.461288,-17.740555,1.7981567
-11.049484,-17.44606,1.7742157
-9.735062,-16.416565,1.9442139
-9.07666,-15.825195,2.1477203
-8.506836,-15.341568,2.2937622
-7.9394073,-14.927368,2.3631897
-7.3001556,-14.441345,2.391922
-6.5555725,-13.869125,2.3033295
-5.767868,-13.277756,2.1836243
-5.028061,-12.748642,2.0256042
-4.178131,-12.2482605,1.8197021
-3.1917114,-11.702377,1.6976013
-2.1478424,-11.149307,1.6712646
-1.1470642,-10.64653,1.7766113
-0.26838684,-10.165298,2.0064545
0.3780365,-9.672089,2.2458801
0.5647888,-9.399155,2.4062805
0.5528259,-8.8461,2.7725983
0.39959717,-8.7191925,2.763031
0.002151489,-8.4702,2.5762787
-0.3665619,-8.192474,2.2674255
-0.6849823,-8.106277,1.8508301
-0.6275177,-8.225998,1.0870819
-0.02897644,-8.295425,0.7518921
0.35888672,-8.369644,0.6561279
1.1489716,-8.640198,0.54359436
1.8121643,-8.910736,0.7399292
2.2072144,-9.174103,1.3336792
2.2957916,-9.552383,2.0040588
1.675705,-10.366409,3.028778
0.80900574,-11.187622,3.4645233
-0.22529602,-12.047134,3.5650787
-1.1183319,-12.830048,3.3472137
-1.7647705,-13.337616,2.877945
-2.016159,-13.517181,2.5906372
-2.4758453,-13.747025,2.0782776
-3.4383087,-13.833221,1.5874634
-4.5133057,-14.247406,1.4246674
-5.724777,-14.762161,1.3863525
-7.1134186,-15.331985,1.2953796
-8.432617,-15.844345,1.1230011
-8.9114685,-16.02391,0.99131775
-9.840408,-16.541061,0.69203186
-9.929001,-16.734985,0.6106415
-10.3072815,-17.319168,0.7231598
-10.575424,-17.50113,0.838089
-11.202713,-17.78125,1.0511627
-12.294464,-17.867447,1.237915
-12.952881,-17.805191,1.0774994
-13.6280365,-17.740555,0.77583313
-14.056595,-17.48677,0.48614502
-14.1380005,-17.132431,0.23953247
-13.795639,-16.25615,-0.69659424
-13.479599,-16.021515,-0.34225464
-12.933716,-15.42775,-0.16748047
-12.744583,-15.173965,-0.69659424
-12.677536,-14.939331,-0.66786194
-12.600922,-14.604141,-0.75645447
-12.792465,-14.218674,-0.47872925
-13.036667,-13.775757,-0.3183136
-13.276093,-13.404648,-0.26324463
-13.261719,-12.85878,-0.27522278
-13.218628,-12.320084,-0.27522278
-13.163559,-11.862793,-0.26324463
-13.079773,-11.345642,-0.11480713
-13.082153,-10.792572,0.1509552
-13.309616,-10.263458,0.3400879
-13.570572,-9.652939,0.34248352
-13.702255,-8.867645,0.1796875
-13.855484,-8.111069,-0.011856079
-13.960831,-6.913971,-0.26324463
-13.989563,-6.5811768,-0.2967682
-13.932098,-5.6857452,-0.17706299
-13.836334,-5.4176025,-0.07171631
-13.608887,-4.9602966,0.17489624
-13.283279,-4.5604706,0.5172577
-12.981598,-4.170212,0.8596344
-12.694305,-3.7392578,1.2163696
-12.660782,-3.6387024,1.2953796
-12.768524,-3.5501251,1.3217163
-12.998367,-3.5740662,1.2546692
-13.235382,-3.6363068,1.1684875
-13.383835,-3.6746216,1.000885
-13.611282,-3.8733368,0.7135925
-13.960831,-4.344986,0.37361145
-14.446854,-5.0848083,0.16770935
-14.954422,-6.1621857,0.17250061
-15.442841,-7.376053,0.3065796
-15.801971,-8.4702,0.37121582
-15.950409,-8.953827,0.34727478
-16.292786,-10.074326,0.10067749
-16.505875,-10.54837,-0.13156128
-16.529816,-10.86441,-0.339859
-16.3694,-11.206772,-0.46914673
-16.122803,-11.802933,-0.36619568
-15.926468,-12.784561,-0.09805298
-15.710999,-14.053482,0.13418579
-15.16272,-16.265732,0.7734375
-14.92569,-16.998352,1.1325684
-14.406158,-18.27446,1.9106903
-13.812393,-19.248901,2.6361237
-13.304825,-20.019836,3.241867
-12.71106,-20.730911,3.9601288
-12.440521,-20.994278,3.9816742
-12.2920685,-21.145111,3.751831
-12.263336,-21.236084,3.2682037
-12.260956,-21.362976,2.7941437
-11.873093,-21.097229,2.5666962
-11.106949,-20.340652,2.5164185
-10.254608,-19.296783,2.6098022
-9.581833,-18.288818,2.7486572
-9.035965,-17.340714,2.9593506
-8.604996,-16.387833,3.1772156
-8.3823395,-15.657593,3.3687592
-8.353607,-15.415787,3.404663
-8.482895,-14.984833,3.241867
-8.420654,-14.699921,2.8994904
-8.018417,-14.328812,2.446991
-7.3576202,-13.888275,1.9513855
-6.4885254,-13.476486,1.4342346
-5.375229,-12.95694,1.0487823
-4.099121,-12.451767,0.8165436
-2.6769562,-11.771805,0.8021698
-1.3433838,-11.024811,1.0966644
-0.31149292,-10.4023285,1.5132446
0.308609,-9.973755,1.9226532
0.54803467,-9.662521,2.2147522
0.6342163,-9.490128,2.2482758
0.684494,-9.358444,2.08786
0.7706909,-9.241135,1.9561768
0.9358978,-9.18367,1.8675995
1.170517,-9.231552,1.747879
1.4650116,-9.28183,1.6736603
1.7858276,-9.327332,1.6233826
2.0180664,-9.406342,1.6233826
2.123413,-9.5212555,1.6904144
2.1760864,-9.660126,1.9202576
2.1952362,-9.810959,2.2410889
2.068344,-10.086288,2.5331879
1.675705,-10.608231,2.58107
1.0412292,-11.412674,2.4182587
0.27748108,-12.291351,2.0663147
-0.3928833,-13.129318,1.7119751
-0.88848877,-13.830826,1.5204315
-1.3864899,-14.34079,1.5563507
-2.0137634,-14.678375,1.7574615
-2.9546814,-14.987213,2.063919
-4.1565704,-15.351135,2.4134674
-5.4997253,-15.777313,2.6361237
-6.80217,-16.189102,2.6504974
-7.898712,-16.524292,2.5786743
-8.801331,-16.825974,2.3272858
-9.191589,-16.991165,2.154892
-10.300095,-17.572952,1.7670288
-11.068634,-17.932083,1.6114197
-11.851547,-18.137985,1.5994415
-12.617691,-18.221786,1.6161957
-13.273697,-18.224182,1.4797363
-13.783661,-18.202637,1.1541138
-14.056595,-18.149963,0.6537323
-14.200256,-17.932083,0.14376831
-14.17392,-17.56578,-0.36619568
-14.025482,-17.015106,-0.81391907
-13.953644,-16.818787,-0.89530945
-13.903366,-16.610489,-0.8522186
-13.879425,-15.9449005,-0.5457611
-13.9201355,-15.434937,-0.18902588
-13.963226,-14.845963,0.18685913
-13.891403,-14.134888,0.38079834
-13.809998,-13.421417,0.3496704
-13.747742,-12.695969,0.14137268
-13.666351,-11.946579,-0.18663025
-13.618454,-11.575485,-0.3470459
-13.606491,-10.543579,-0.66308594
-13.625641,-9.475769,-0.65589905
-13.649582,-9.128601,-0.6008301
-13.685501,-8.7934265,-0.54096985
-13.534668,-7.665756,-0.39253235
-13.400589,-7.320984,-0.38534546
-13.10611,-6.526108,-0.5266113
-12.986389,-6.253174,-0.55773926
-12.486008,-5.4176025,-0.5385742
-12.330383,-5.194931,-0.46435547
-12.098145,-4.802292,-0.2321167
-11.897034,-4.4575195,0.10545349
-11.774933,-4.0193787,0.328125
-11.724655,-3.7129211,0.19165039
-11.624084,-3.3466034,-0.32789612
